transaction_id,transaction_date,account_number,amount,txn_type,merchant_name,status,customer_age,is_refund,year_month,day_of_week,customer_name,city,join_date,credit_score,segment,email,phone,category,is_digital,avg_txn_value
TXN00124,2022-10-13,ACC1002,18.12,transfer,Hdfc Atm,REVERSED,36.0,0,2022-10,Thursday,Suresh Kumar,Hyderabad,2019-01-16,,Senior,suresh.kumar@email.com,9856066984.0,,,
TXN00263,2022-10-18,ACC1031,1.15,withdrawal,Flipkart,PENDING,32.0,0,2022-10,Tuesday,Pooja Mishra,Pune,2019-01-28,793.0,Student,pooja.mishra@email.com,9841322048.0,E-commerce,True,1200.0
TXN00173,2022-10-19,ACC1050,132.2,deposit,Phonepe,REVERSED,42.0,0,2022-10,Wednesday,Rohit Joshi,Ahmedabad,2018-05-01,751.0,Student,rohit.joshi@email.com,9861224263.0,,,
TXN00137,2022-10-20,ACC1007,45.84,debit,Bigbasket,SUCCESS,33.0,0,2022-10,Thursday,Harish Bose,Jaipur,2018-03-02,699.0,Senior,harish.bose@email.com,9851714724.0,,,
TXN00025,2022-10-24,ACC1031,65.59,debit,Zomato,FAILED,46.0,0,2022-10,Monday,Pooja Mishra,Pune,2019-01-28,793.0,Student,pooja.mishra@email.com,9841322048.0,Food Delivery,False,320.0
TXN00021,2022-10-28,ACC1002,1337.39,deposit,Zomato,SUCCESS,62.0,0,2022-10,Friday,Suresh Kumar,Hyderabad,2019-01-16,,Senior,suresh.kumar@email.com,9856066984.0,Food Delivery,False,320.0
TXN00178,2022-11-03,ACC1038,1313.3,transfer,Flipkart,FAILED,34.0,0,2022-11,Thursday,,,,,,,,E-commerce,True,1200.0
TXN00244,2022-11-04,ACC1045,543.83,deposit,Amazon,PENDING,51.0,1,2022-11,Friday,Prakash More,Delhi,2018-06-13,701.0,Premium,prakash.more@email.com,9825583513.0,E-commerce,True,1500.0
TXN00253,2022-11-05,ACC1021,3580.42,withdrawal,Bigbasket,UNKNOWN,38.0,0,2022-11,Saturday,Deepa Menon,Ahmedabad,2019-02-16,686.0,Premium,deepa.menon@email.com,9860601468.0,,,
TXN00080,2022-11-11,ACC1017,7.53,credit,Uber,REVERSED,43.0,0,2022-11,Friday,Vivek Bhandari,Kolkata,2018-01-20,612.0,Senior,vivek.bhandari@email.com,9858992670.0,Transport,False,250.0
TXN00245,2022-11-13,ACC1030,24.52,transfer,Flipkart,FAILED,63.0,0,2022-11,Sunday,Meera Pillai,Kolkata,2022-07-16,840.0,Premium,meera.pillai@email.com,9885416933.0,E-commerce,True,1200.0
TXN00144,2022-11-18,ACC1037,195.77,withdrawal,Zomato,REVERSED,29.0,0,2022-11,Friday,Vikram Singh,Lucknow,2022-07-26,550.0,Regular,vikram.singh@email.com,9818679461.0,Food Delivery,False,320.0
TXN00232,2022-11-18,ACC1043,205.34,credit,Swiggy,SUCCESS,55.0,0,2022-11,Friday,Sanjay Desai,Pune,2022-04-04,612.0,Senior,sanjay.desai@email.com,9868648080.0,Food Delivery,False,350.0
TXN00159,2022-11-20,ACC1028,24.85,transfer,Swiggy,SUCCESS,56.0,0,2022-11,Sunday,Rashmi Mehta,Pune,2022-03-20,806.0,Senior,rashmi.mehta@email.com,9899086047.0,Food Delivery,False,350.0
TXN00286,2022-11-21,ACC1019,7.94,deposit,Swiggy,PENDING,43.0,0,2022-11,Monday,Priya Patel,Jaipur,2018-08-14,650.0,Premium,priya.patel@email.com,9840038761.0,Food Delivery,False,350.0
TXN00246,2022-12-01,ACC1018,89.86,withdrawal,Zomato,PENDING,38.0,0,2022-12,Thursday,Rahul Gupta,Mumbai,2020-07-11,,Student,rahul.gupta@email.com,9887305664.0,Food Delivery,False,320.0
TXN00201,2022-12-02,ACC1022,253.83,deposit,Phonepe,SUCCESS,35.0,0,2022-12,Friday,Rajesh Pandey,Kolkata,2021-07-07,759.0,Senior,rajesh.pandey@email.com,9821768256.0,,,
TXN00226,2022-12-06,ACC1019,760.08,transfer,Hdfc Atm,REVERSED,42.0,0,2022-12,Tuesday,Priya Patel,Jaipur,2018-08-14,650.0,Premium,priya.patel@email.com,9840038761.0,,,
TXN00265,2022-12-10,ACC1047,101.61,transfer,Zomato,FAILED,37.0,0,2022-12,Saturday,Madhuri Lal,Hyderabad,2021-04-14,703.0,Premium,madhuri.lal@email.com,9818306055.0,Food Delivery,False,320.0
TXN00119,2022-12-14,ACC1050,824.05,transfer,Amazon,REVERSED,40.0,0,2022-12,Wednesday,Rohit Joshi,Ahmedabad,2018-05-01,751.0,Student,rohit.joshi@email.com,9861224263.0,E-commerce,True,1500.0
TXN00011,2022-12-15,ACC1035,74.06,debit,Bigbasket,UNKNOWN,53.0,0,2022-12,Thursday,Swati Chatterjee,Lucknow,2021-10-09,,Student,swati.chatterjee@email.com,9862096010.0,,,
TXN00184,2022-12-18,ACC1029,306.04,credit,Zomato,REVERSED,42.0,0,2022-12,Sunday,Kiran Verma,Pune,2019-06-16,574.0,Regular,kiran.verma@email.com,9840004485.0,Food Delivery,False,320.0
TXN00016,2022-12-19,ACC1027,63.85,deposit,Flipkart,REVERSED,33.0,0,2022-12,Monday,Satish Thakur,Chennai,2019-04-26,705.0,Regular,satish.thakur@email.com,9889196483.0,E-commerce,True,1200.0
TXN00171,2022-12-24,ACC1040,39.08,credit,Uber,REVERSED,53.0,0,2022-12,Saturday,Chandni Ghosh,Pune,2020-09-05,598.0,Student,chandni.ghosh@email.com,9881887423.0,Transport,False,250.0
TXN00218,2022-12-25,ACC1045,104.04,credit,Amazon,REVERSED,22.0,0,2022-12,Sunday,Prakash More,Delhi,2018-06-13,701.0,Premium,prakash.more@email.com,9825583513.0,E-commerce,True,1500.0
TXN00206,2022-12-29,ACC1036,36.35,credit,Uber,PENDING,22.0,0,2022-12,Thursday,Arun Iyer,Lucknow,2019-01-10,703.0,Senior,arun.iyer@email.com,9896181498.0,Transport,False,250.0
TXN00030,2022-12-30,ACC1025,164.49,withdrawal,Phonepe,SUCCESS,33.0,0,2022-12,Friday,Ravi Kapoor,Ahmedabad,2020-09-20,633.0,Senior,ravi.kapoor@email.com,9835482265.0,,,
TXN00203,2023-01-02,ACC1039,753.39,deposit,Uber,FAILED,22.0,0,2023-01,Monday,Ramesh Kaur,Ahmedabad,2018-06-25,729.0,Regular,ramesh.kaur@email.com,9859356828.0,Transport,False,250.0
TXN00022,2023-01-06,ACC1049,105.78,credit,Flipkart,SUCCESS,51.0,0,2023-01,Friday,Gopal Das,Lucknow,2018-08-12,677.0,Student,gopal.das@email.com,9821964091.0,E-commerce,True,1200.0
TXN00240,2023-01-08,ACC1048,533.07,deposit,Amazon,PENDING,59.0,0,2023-01,Sunday,Mohan Hegde,Lucknow,2018-05-12,834.0,Premium,mohan.hegde@email.com,9887432467.0,E-commerce,True,1500.0
TXN00202,2023-01-09,ACC1018,344.18,withdrawal,Bigbasket,SUCCESS,30.0,0,2023-01,Monday,Rahul Gupta,Mumbai,2020-07-11,,Student,rahul.gupta@email.com,9887305664.0,,,
TXN00242,2023-01-10,ACC1022,124.95,withdrawal,Paytm,SUCCESS,45.0,0,2023-01,Tuesday,Rajesh Pandey,Kolkata,2021-07-07,759.0,Senior,rajesh.pandey@email.com,9821768256.0,Payments,True,400.0
TXN00198,2023-01-14,ACC1014,186.9,debit,Phonepe,REVERSED,40.0,0,2023-01,Saturday,Divya Agarwal,Pune,2022-11-21,639.0,Regular,divya.agarwal@email.com,9844775001.0,,,
TXN00036,2023-01-24,ACC1039,23.78,withdrawal,Paytm,FAILED,49.0,0,2023-01,Tuesday,Ramesh Kaur,Ahmedabad,2018-06-25,729.0,Regular,ramesh.kaur@email.com,9859356828.0,Payments,True,400.0
TXN00027,2023-01-25,ACC1023,26.4,transfr,Flipkart,REVERSED,34.0,0,2023-01,Wednesday,Shweta Jain,Delhi,2019-12-02,612.0,Premium,shweta.jain@email.com,9810225283.0,E-commerce,True,1200.0
TXN00215,2023-01-27,ACC1036,92.49,credit,Amazon,PENDING,55.0,0,2023-01,Friday,Arun Iyer,Lucknow,2019-01-10,703.0,Senior,arun.iyer@email.com,9896181498.0,E-commerce,True,1500.0
TXN00059,2023-01-30,ACC1043,243.93,deposit,Paytm,REVERSED,32.0,0,2023-01,Monday,Sanjay Desai,Pune,2022-04-04,612.0,Senior,sanjay.desai@email.com,9868648080.0,Payments,True,400.0
TXN00162,2023-02-10,ACC1030,164.49,deposit,Zomato,SUCCESS,26.0,0,2023-02,Friday,Meera Pillai,Kolkata,2022-07-16,840.0,Premium,meera.pillai@email.com,9885416933.0,Food Delivery,False,320.0
TXN00258,2023-02-11,ACC1045,51.34,debit,Netflix,FAILED,27.0,0,2023-02,Saturday,Prakash More,Delhi,2018-06-13,701.0,Premium,prakash.more@email.com,9825583513.0,Entertainment,True,499.0
TXN00093,2023-02-13,ACC1003,51.78,credit,Zomato,FAILED,40.0,0,2023-02,Monday,Amit Sinha,Chennai,2020-04-17,624.0,Premium,amit.sinha@email.com,9825527644.0,Food Delivery,False,320.0
TXN00051,2023-02-13,ACC1030,241.32,transfer,Hdfc Atm,FAILED,60.0,0,2023-02,Monday,Meera Pillai,Kolkata,2022-07-16,840.0,Premium,meera.pillai@email.com,9885416933.0,,,
TXN00221,2023-02-13,ACC1046,4779.01,withdrawal,Netflix,FAILED,51.0,0,2023-02,Monday,,,,,,,,Entertainment,True,499.0
TXN00225,2023-02-14,ACC1006,73.12,withdrawal,Zomato,PENDING,58.0,0,2023-02,Tuesday,,,,,,,,Food Delivery,False,320.0
TXN00041,2023-02-15,ACC1028,449.3,withdrawal,Amazon,PENDING,26.0,0,2023-02,Wednesday,Rashmi Mehta,Pune,2022-03-20,806.0,Senior,rashmi.mehta@email.com,9899086047.0,E-commerce,True,1500.0
TXN00133,2023-02-15,ACC1038,30.16,credit,Paytm,SUCCESS,53.0,0,2023-02,Wednesday,,,,,,,,Payments,True,400.0
TXN00152,2023-02-18,ACC1033,249.55,transfer,Flipkart,REVERSED,30.0,0,2023-02,Saturday,Nitin Mukherjee,Ahmedabad,2022-04-07,697.0,Regular,nitin.mukherjee@email.com,9866867849.0,E-commerce,True,1200.0
TXN00131,2023-02-21,ACC1013,14.5,transfer,Swiggy,REVERSED,42.0,0,2023-02,Tuesday,Tarun Bajaj,Mumbai,2018-01-15,773.0,Premium,tarun.bajaj@email.com,9890747752.0,Food Delivery,False,350.0
TXN00207,2023-02-21,ACC1001,321.36,debit,Paytm,FAILED,61.0,0,2023-02,Tuesday,Lakshmi Rao,Mumbai,2022-11-14,800.0,Senior,lakshmi.rao@email.com,9855665951.0,Payments,True,400.0
TXN00112,2023-02-21,ACC1024,142.63,deposit,Netflix,REVERSED,42.0,0,2023-02,Tuesday,Geeta Nambiar,Kolkata,2020-02-13,747.0,Regular,geeta.nambiar@email.com,9827101682.0,Entertainment,True,499.0
TXN00116,2023-02-25,ACC1048,233.3,credit,Paytm,SUCCESS,58.0,0,2023-02,Saturday,Mohan Hegde,Lucknow,2018-05-12,834.0,Premium,mohan.hegde@email.com,9887432467.0,Payments,True,400.0
TXN00212,2023-02-26,ACC1047,815.13,debit,Bigbasket,UNKNOWN,29.0,0,2023-02,Sunday,Madhuri Lal,Hyderabad,2021-04-14,703.0,Premium,madhuri.lal@email.com,9818306055.0,,,
TXN00210,2023-02-27,ACC1006,48006.77,debit,Paytm,SUCCESS,49.0,0,2023-02,Monday,,,,,,,,Payments,True,400.0
TXN00272,2023-03-01,ACC1013,17.22,credit,Netflix,UNKNOWN,25.0,0,2023-03,Wednesday,Tarun Bajaj,Mumbai,2018-01-15,773.0,Premium,tarun.bajaj@email.com,9890747752.0,Entertainment,True,499.0
TXN00007,2023-03-06,ACC1005,1585.76,transfer,Flipkart,PENDING,56.0,0,2023-03,Monday,Anjali Kulkarni,Mumbai,2019-07-21,726.0,Regular,anjali.kulkarni@email.com,9861028923.0,E-commerce,True,1200.0
TXN00123,2023-03-09,ACC1038,1217.06,withdrawal,Hdfc Atm,PENDING,35.0,0,2023-03,Thursday,,,,,,,,,,
TXN00288,2023-03-13,ACC1009,358.7,deposit,Phonepe,SUCCESS,27.0,0,2023-03,Monday,Sunil Pawar,Bangalore,2018-09-13,710.0,Regular,sunil.pawar@email.com,9852060116.0,,,
TXN00050,2023-03-15,ACC1011,10.54,withdrawal,Phonepe,FAILED,63.0,0,2023-03,Wednesday,Pankaj Chauhan,Mumbai,2019-06-29,,Regular,pankaj.chauhan@email.com,9879759849.0,,,
TXN00200,2023-03-17,ACC1017,26.72,withdrawal,Bigbasket,UNKNOWN,42.0,0,2023-03,Friday,Vivek Bhandari,Kolkata,2018-01-20,612.0,Senior,vivek.bhandari@email.com,9858992670.0,,,
TXN00231,2023-03-21,ACC1020,49.62,deposit,Uber,SUCCESS,59.0,0,2023-03,Tuesday,Asha Goel,Jaipur,2018-07-26,667.0,Student,asha.goel@email.com,9852901755.0,Transport,False,250.0
TXN00067,2023-03-22,ACC1004,133.22,transfer,Flipkart,REVERSED,34.0,0,2023-03,Wednesday,Sunita Tiwari,Pune,2020-06-21,843.0,Regular,sunita.tiwari@email.com,9849054205.0,E-commerce,True,1200.0
TXN00094,2023-03-25,ACC1049,90.79,debit,Phonepe,PENDING,60.0,0,2023-03,Saturday,Gopal Das,Lucknow,2018-08-12,677.0,Student,gopal.das@email.com,9821964091.0,,,
TXN00174,2023-03-25,ACC1031,164.49,deposit,Paytm,UNKNOWN,47.0,0,2023-03,Saturday,Pooja Mishra,Pune,2019-01-28,793.0,Student,pooja.mishra@email.com,9841322048.0,Payments,True,400.0
TXN00260,2023-03-29,ACC1013,474.35,withdrawal,Bigbasket,REVERSED,34.0,0,2023-03,Wednesday,Tarun Bajaj,Mumbai,2018-01-15,773.0,Premium,tarun.bajaj@email.com,9890747752.0,,,
TXN00289,2023-04-02,ACC1041,226.22,debit,Phonepe,SUCCESS,22.0,0,2023-04,Sunday,Kavita Rao,Pune,2022-03-16,666.0,Senior,kavita.rao@email.com,9897767609.0,,,
TXN00008,2023-04-05,ACC1027,469.26,deposit,Uber,PENDING,57.0,0,2023-04,Wednesday,Satish Thakur,Chennai,2019-04-26,705.0,Regular,satish.thakur@email.com,9889196483.0,Transport,False,250.0
TXN00122,2023-04-05,ACC1007,37.94,credit,Netflix,FAILED,62.0,0,2023-04,Wednesday,Harish Bose,Jaipur,2018-03-02,699.0,Senior,harish.bose@email.com,9851714724.0,Entertainment,True,499.0
TXN00043,2023-04-08,ACC1002,124.78,debit,Zomato,FAILED,33.0,0,2023-04,Saturday,Suresh Kumar,Hyderabad,2019-01-16,,Senior,suresh.kumar@email.com,9856066984.0,Food Delivery,False,320.0
TXN00095,2023-04-08,ACC1002,82.42,withdrawal,Uber,UNKNOWN,24.0,0,2023-04,Saturday,Suresh Kumar,Hyderabad,2019-01-16,,Senior,suresh.kumar@email.com,9856066984.0,Transport,False,250.0
TXN00068,2023-04-10,ACC1017,668.68,deposit,Phonepe,REVERSED,61.0,0,2023-04,Monday,Vivek Bhandari,Kolkata,2018-01-20,612.0,Senior,vivek.bhandari@email.com,9858992670.0,,,
TXN00164,2023-04-14,ACC1010,43.34,transfer,Paytm,REVERSED,23.0,0,2023-04,Friday,Vinod Shetty,Pune,2021-07-27,728.0,Regular,vinod.shetty@email.com,9889483803.0,Payments,True,400.0
TXN00166,2023-04-15,ACC1012,275.66,withdrawal,Amazon,SUCCESS,51.0,0,2023-04,Saturday,Sneha Reddy,Kolkata,2021-03-07,731.0,Senior,sneha.reddy@email.com,9890621827.0,E-commerce,True,1500.0
TXN00018,2023-04-16,ACC1050,237.79,credit,Flipkart,PENDING,44.0,0,2023-04,Sunday,Rohit Joshi,Ahmedabad,2018-05-01,751.0,Student,rohit.joshi@email.com,9861224263.0,E-commerce,True,1200.0
TXN00259,2023-04-22,ACC1012,288.8,credit,Swiggy,SUCCESS,23.0,0,2023-04,Saturday,Sneha Reddy,Kolkata,2021-03-07,731.0,Senior,sneha.reddy@email.com,9890621827.0,Food Delivery,False,350.0
TXN00216,2023-04-27,ACC1049,463.34,withdrawal,Phonepe,PENDING,24.0,0,2023-04,Thursday,Gopal Das,Lucknow,2018-08-12,677.0,Student,gopal.das@email.com,9821964091.0,,,
TXN00270,2023-05-02,ACC1019,180.57,debit,Netflix,REVERSED,25.0,0,2023-05,Tuesday,Priya Patel,Jaipur,2018-08-14,650.0,Premium,priya.patel@email.com,9840038761.0,Entertainment,True,499.0
TXN00290,2023-05-02,ACC1049,58.32,credit,Hdfc Atm,SUCCESS,26.0,0,2023-05,Tuesday,Gopal Das,Lucknow,2018-08-12,677.0,Student,gopal.das@email.com,9821964091.0,,,
TXN00146,2023-05-04,ACC1023,479.5,deposit,Netflix,REVERSED,49.0,0,2023-05,Thursday,Shweta Jain,Delhi,2019-12-02,612.0,Premium,shweta.jain@email.com,9810225283.0,Entertainment,True,499.0
TXN00132,2023-05-08,ACC1005,164.49,credit,Phonepe,FAILED,31.0,0,2023-05,Monday,Anjali Kulkarni,Mumbai,2019-07-21,726.0,Regular,anjali.kulkarni@email.com,9861028923.0,,,
TXN00185,2023-05-12,ACC1016,164.49,withdrawal,Zomato,SUCCESS,27.0,0,2023-05,Friday,Neha Saxena,Kolkata,2021-07-02,566.0,Premium,neha.saxena@email.com,9824949509.0,Food Delivery,False,320.0
TXN00078,2023-05-16,ACC1049,94.77,deposit,Paytm,SUCCESS,29.0,0,2023-05,Tuesday,Gopal Das,Lucknow,2018-08-12,677.0,Student,gopal.das@email.com,9821964091.0,Payments,True,400.0
TXN00274,2023-05-22,ACC1015,150.71,deposit,Netflix,PENDING,24.0,0,2023-05,Monday,Arjun Sharma,Chennai,2020-10-26,806.0,Student,arjun.sharma@email.com,9854667809.0,Entertainment,True,499.0
TXN00186,2023-06-02,ACC1049,433.11,transfer,Bigbasket,FAILED,49.0,0,2023-06,Friday,Gopal Das,Lucknow,2018-08-12,677.0,Student,gopal.das@email.com,9821964091.0,,,
TXN00261,2023-06-08,ACC1014,36.95,debit,Netflix,FAILED,64.0,0,2023-06,Thursday,Divya Agarwal,Pune,2022-11-21,639.0,Regular,divya.agarwal@email.com,9844775001.0,Entertainment,True,499.0
TXN00077,2023-06-09,ACC1018,169.11,transfr,Uber,PENDING,40.0,0,2023-06,Friday,Rahul Gupta,Mumbai,2020-07-11,,Student,rahul.gupta@email.com,9887305664.0,Transport,False,250.0
TXN00293,2023-06-18,ACC1001,61.31,withdrawal,Paytm,PENDING,47.0,0,2023-06,Sunday,Lakshmi Rao,Mumbai,2022-11-14,800.0,Senior,lakshmi.rao@email.com,9855665951.0,Payments,True,400.0
TXN00061,2023-06-26,ACC1006,72.33,deposit,Paytm,SUCCESS,33.0,0,2023-06,Monday,,,,,,,,Payments,True,400.0
TXN00076,2023-06-28,ACC1025,509.21,debit,Phonepe,SUCCESS,42.0,0,2023-06,Wednesday,Ravi Kapoor,Ahmedabad,2020-09-20,633.0,Senior,ravi.kapoor@email.com,9835482265.0,,,
TXN00147,2023-06-28,ACC1035,23.21,transfr,Zomato,UNKNOWN,58.0,0,2023-06,Wednesday,Swati Chatterjee,Lucknow,2021-10-09,,Student,swati.chatterjee@email.com,9862096010.0,Food Delivery,False,320.0
TXN00034,2023-07-01,ACC1048,30.37,credit,Bigbasket,UNKNOWN,30.0,0,2023-07,Saturday,Mohan Hegde,Lucknow,2018-05-12,834.0,Premium,mohan.hegde@email.com,9887432467.0,,,
TXN00239,2023-07-06,ACC1028,55.0,deposit,Zomato,REVERSED,55.0,0,2023-07,Thursday,Rashmi Mehta,Pune,2022-03-20,806.0,Senior,rashmi.mehta@email.com,9899086047.0,Food Delivery,False,320.0
TXN00299,2023-07-08,ACC1022,502.35,withdrawal,Uber,PENDING,47.0,0,2023-07,Saturday,Rajesh Pandey,Kolkata,2021-07-07,759.0,Senior,rajesh.pandey@email.com,9821768256.0,Transport,False,250.0
TXN00143,2023-07-10,ACC1008,13.31,transfer,Paytm,PENDING,47.0,0,2023-07,Monday,Anita Nair,Jaipur,2019-03-12,604.0,Senior,anita.nair@email.com,9896434410.0,Payments,True,400.0
TXN00197,2023-07-13,ACC1032,39.42,credit,Bigbasket,FAILED,31.0,0,2023-07,Thursday,Rekha Patil,Pune,2018-12-07,731.0,Senior,rekha.patil@email.com,9835253920.0,,,
TXN00254,2023-07-16,ACC1008,698.33,transfr,Flipkart,FAILED,41.0,0,2023-07,Sunday,Anita Nair,Jaipur,2019-03-12,604.0,Senior,anita.nair@email.com,9896434410.0,E-commerce,True,1200.0
TXN00087,2023-07-17,ACC1023,585.87,withdrawal,Netflix,SUCCESS,52.0,0,2023-07,Monday,Shweta Jain,Delhi,2019-12-02,612.0,Premium,shweta.jain@email.com,9810225283.0,Entertainment,True,499.0
TXN00193,2023-07-19,ACC1002,204.62,deposit,Uber,SUCCESS,44.0,0,2023-07,Wednesday,Suresh Kumar,Hyderabad,2019-01-16,,Senior,suresh.kumar@email.com,9856066984.0,Transport,False,250.0
TXN00199,2023-07-20,ACC1023,161.95,withdrawal,Swiggy,UNKNOWN,38.0,0,2023-07,Thursday,Shweta Jain,Delhi,2019-12-02,612.0,Premium,shweta.jain@email.com,9810225283.0,Food Delivery,False,350.0
TXN00181,2023-07-21,ACC1016,379.37,credit,Hdfc Atm,FAILED,62.0,0,2023-07,Friday,Neha Saxena,Kolkata,2021-07-02,566.0,Premium,neha.saxena@email.com,9824949509.0,,,
TXN00062,2023-07-21,ACC1042,112.34,credit,Swiggy,REVERSED,30.0,0,2023-07,Friday,Usha Bhat,Mumbai,2019-08-24,574.0,Senior,usha.bhat@email.com,9886885150.0,Food Delivery,False,350.0
TXN00099,2023-07-22,ACC1040,149.56,credit,Uber,FAILED,49.0,0,2023-07,Saturday,Chandni Ghosh,Pune,2020-09-05,598.0,Student,chandni.ghosh@email.com,9881887423.0,Transport,False,250.0
TXN00248,2023-07-22,ACC1017,55.7,debit,Phonepe,FAILED,50.0,0,2023-07,Saturday,Vivek Bhandari,Kolkata,2018-01-20,612.0,Senior,vivek.bhandari@email.com,9858992670.0,,,
TXN00281,2023-07-25,ACC1009,175.96,deposit,Netflix,REVERSED,42.0,0,2023-07,Tuesday,Sunil Pawar,Bangalore,2018-09-13,710.0,Regular,sunil.pawar@email.com,9852060116.0,Entertainment,True,499.0
TXN00285,2023-07-27,ACC1036,3639.31,credit,Hdfc Atm,REVERSED,63.0,0,2023-07,Thursday,Arun Iyer,Lucknow,2019-01-10,703.0,Senior,arun.iyer@email.com,9896181498.0,,,
TXN00005,2023-07-29,ACC1046,104.46,debit,Bigbasket,PENDING,45.0,0,2023-07,Saturday,,,,,,,,,,
TXN00048,2023-07-29,ACC1026,724.65,transfer,Bigbasket,REVERSED,37.0,0,2023-07,Saturday,,,,,,,,,,
TXN00194,2023-07-29,ACC1032,22.91,credit,Zomato,UNKNOWN,58.0,0,2023-07,Saturday,Rekha Patil,Pune,2018-12-07,731.0,Senior,rekha.patil@email.com,9835253920.0,Food Delivery,False,320.0
TXN00167,2023-07-31,ACC1047,509.33,debit,Swiggy,PENDING,26.0,0,2023-07,Monday,Madhuri Lal,Hyderabad,2021-04-14,703.0,Premium,madhuri.lal@email.com,9818306055.0,Food Delivery,False,350.0
TXN00158,2023-08-02,ACC1007,302.1,credit,Hdfc Atm,SUCCESS,34.0,0,2023-08,Wednesday,Harish Bose,Jaipur,2018-03-02,699.0,Senior,harish.bose@email.com,9851714724.0,,,
TXN00082,2023-08-04,ACC1031,253.58,withdrawal,Swiggy,PENDING,28.0,0,2023-08,Friday,Pooja Mishra,Pune,2019-01-28,793.0,Student,pooja.mishra@email.com,9841322048.0,Food Delivery,False,350.0
TXN00153,2023-08-07,ACC1042,53.52,deposit,Bigbasket,PENDING,54.0,0,2023-08,Monday,Usha Bhat,Mumbai,2019-08-24,574.0,Senior,usha.bhat@email.com,9886885150.0,,,
TXN00110,2023-08-14,ACC1017,132.73,deposit,Phonepe,SUCCESS,27.0,0,2023-08,Monday,Vivek Bhandari,Kolkata,2018-01-20,612.0,Senior,vivek.bhandari@email.com,9858992670.0,,,
TXN00235,2023-08-14,ACC1031,3699.36,deposit,Hdfc Atm,UNKNOWN,39.0,0,2023-08,Monday,Pooja Mishra,Pune,2019-01-28,793.0,Student,pooja.mishra@email.com,9841322048.0,,,
TXN00154,2023-08-16,ACC1022,210.27,credit,Flipkart,FAILED,41.0,0,2023-08,Wednesday,Rajesh Pandey,Kolkata,2021-07-07,759.0,Senior,rajesh.pandey@email.com,9821768256.0,E-commerce,True,1200.0
TXN00257,2023-08-17,ACC1049,992.64,debit,Swiggy,FAILED,55.0,0,2023-08,Thursday,Gopal Das,Lucknow,2018-08-12,677.0,Student,gopal.das@email.com,9821964091.0,Food Delivery,False,350.0
TXN00100,2023-08-26,ACC1010,104.39,transfr,Amazon,FAILED,29.0,0,2023-08,Saturday,Vinod Shetty,Pune,2021-07-27,728.0,Regular,vinod.shetty@email.com,9889483803.0,E-commerce,True,1500.0
TXN00060,2023-09-03,ACC1002,641.18,credit,Netflix,SUCCESS,39.0,0,2023-09,Sunday,Suresh Kumar,Hyderabad,2019-01-16,,Senior,suresh.kumar@email.com,9856066984.0,Entertainment,True,499.0
TXN00004,2023-09-09,ACC1010,1457.6,withdrawal,Bigbasket,REVERSED,30.0,0,2023-09,Saturday,Vinod Shetty,Pune,2021-07-27,728.0,Regular,vinod.shetty@email.com,9889483803.0,,,
TXN00183,2023-09-12,ACC1018,29.77,debit,Amazon,SUCCESS,22.0,0,2023-09,Tuesday,Rahul Gupta,Mumbai,2020-07-11,,Student,rahul.gupta@email.com,9887305664.0,E-commerce,True,1500.0
TXN00233,2023-09-13,ACC1038,164.49,withdrawal,Hdfc Atm,REVERSED,59.0,0,2023-09,Wednesday,,,,,,,,,,
TXN00089,2023-09-14,ACC1042,67.04,withdrawal,Zomato,SUCCESS,60.0,0,2023-09,Thursday,Usha Bhat,Mumbai,2019-08-24,574.0,Senior,usha.bhat@email.com,9886885150.0,Food Delivery,False,320.0
TXN00073,2023-09-16,ACC1021,140.65,transfer,Flipkart,REVERSED,26.0,0,2023-09,Saturday,Deepa Menon,Ahmedabad,2019-02-16,686.0,Premium,deepa.menon@email.com,9860601468.0,E-commerce,True,1200.0
TXN00033,2023-09-16,ACC1048,145.44,debit,Amazon,PENDING,33.0,0,2023-09,Saturday,Mohan Hegde,Lucknow,2018-05-12,834.0,Premium,mohan.hegde@email.com,9887432467.0,E-commerce,True,1500.0
TXN00176,2023-09-19,ACC1028,513.26,withdrawal,Paytm,REVERSED,43.0,0,2023-09,Tuesday,Rashmi Mehta,Pune,2022-03-20,806.0,Senior,rashmi.mehta@email.com,9899086047.0,Payments,True,400.0
TXN00287,2023-09-20,ACC1045,118.19,deposit,Hdfc Atm,PENDING,42.0,0,2023-09,Wednesday,Prakash More,Delhi,2018-06-13,701.0,Premium,prakash.more@email.com,9825583513.0,,,
TXN00252,2023-09-23,ACC1013,588.04,transfer,Paytm,SUCCESS,31.0,0,2023-09,Saturday,Tarun Bajaj,Mumbai,2018-01-15,773.0,Premium,tarun.bajaj@email.com,9890747752.0,Payments,True,400.0
TXN00294,2023-10-04,ACC1037,530.81,withdrawal,Hdfc Atm,REVERSED,55.0,0,2023-10,Wednesday,Vikram Singh,Lucknow,2022-07-26,550.0,Regular,vikram.singh@email.com,9818679461.0,,,
TXN00028,2023-10-04,ACC1020,260.75,debit,Swiggy,FAILED,40.0,0,2023-10,Wednesday,Asha Goel,Jaipur,2018-07-26,667.0,Student,asha.goel@email.com,9852901755.0,Food Delivery,False,350.0
TXN00056,2023-10-05,ACC1026,599.99,debit,Bigbasket,PENDING,44.0,0,2023-10,Thursday,,,,,,,,,,
